#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B	UniProt Accessions	Biogrid Database	FT	DNA binding	Repressor activity	WD40 Interaction	Mean LIS TBL1R	Mean cLIS TBL1R	Mean LIS TBL1	Mean cLIS TBL1	Mean LIS	Mean cLIS
544351	9612	6907	114974	112770	-	-	NCOR2	TBL1X	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	EBI|SMAP55|TBL1	Reconstituted Complex	physical	Oberoi J (2011)	PUBMED:21240272	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y618	C9JFD3|C9J0Q5|C9JE98	NP_001070729|NP_006303|NP_001193583	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
544352	6907	2874	112770	109132	-	-	TBL1X	GPS2	EBI|SMAP55|TBL1	AMF-1	Reconstituted Complex	physical	Oberoi J (2011)	PUBMED:21240272	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q13227	-	NP_004480	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
570185	10014	6907	115331	112770	-	-	HDAC5	TBL1X	HD5|NY-CO-9	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Greco TM (2011)	PUBMED:21081666	9606	9606	Low Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q9UQL6	-	NP_005465|NP_001369322|NP_001015053	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens												
658711	9611	6907	114973	112770	-	-	NCOR1	TBL1X	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Yoon HG (2005)	PUBMED:15601853	9606	9606	Low Throughput	-	-	figure 2C.	-	BIOGRID	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
658715	6907	8349	112770	113945	-	-	TBL1X	HIST2H2BE	EBI|SMAP55|TBL1	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	Affinity Capture-Luminescence	physical	Yoon HG (2005)	PUBMED:15601853	9606	9606	Low Throughput	-	-	figure 4A.	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q16778	-	NP_003519	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
658716	6907	8359	112770	113955	-	-	TBL1X	HIST1H4A	EBI|SMAP55|TBL1	H4FA	Affinity Capture-Luminescence	physical	Yoon HG (2005)	PUBMED:15601853	9606	9606	Low Throughput	-	-	figure 4A.	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P62805	B2R4R0	NP_003529	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
663572	1994	6907	108309	112770	-	-	ELAVL1	TBL1X	ELAV1|HUR|Hua|MelG	EBI|SMAP55|TBL1	Affinity Capture-RNA	physical	Abdelmohsen K (2009)	PUBMED:19322201	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15717	-	NP_001410	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens												
672207	4898	6907	110954	112770	RP4-657D16.2	-	NRD1	TBL1X	hNRD1|hNRD2	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Li J (2012)	PUBMED:22294699	9606	9606	Low Throughput	-	-	figure 3B.	-	BIOGRID	O43847	G3V1R5|Q6UUU9|B1AKJ5	NP_001095132|NP_001229290|NP_002516	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
672209	9611	6907	114973	112770	-	-	NCOR1	TBL1X	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Li J (2012)	PUBMED:22294699	9606	9606	Low Throughput	-	-	figure 3B.	-	BIOGRID	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
681421	7013	6907	112872	112770	-	-	TERF1	TBL1X	PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	EBI|SMAP55|TBL1	Two-hybrid	physical	Lee OH (2011)	PUBMED:21044950	9606	9606	High Throughput	-	-	BifC	-	BIOGRID	P54274	-	NP_003209|NP_059523	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
681644	26277	6907	117660	112770	-	-	TINF2	TBL1X	DKCA3|TIN2	EBI|SMAP55|TBL1	Two-hybrid	physical	Lee OH (2011)	PUBMED:21044950	9606	9606	High Throughput	-	-	BifC	-	BIOGRID	Q9BSI4	B4DFJ1	NP_036593|NP_001092744	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
695479	997	6907	107432	112770	-	-	CDC34	TBL1X	E2-CDC34|UBC3|UBCH3|UBE2R1	EBI|SMAP55|TBL1	Biochemical Activity	physical	Perissi V (2004)	PUBMED:14980219	9606	9606	Low Throughput	-	Ubiquitination	-	-	BIOGRID	P49427	A0A024R1Z1	NP_004350	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
695480	7321	6907	113169	112770	-	-	UBE2D1	TBL1X	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	EBI|SMAP55|TBL1	Biochemical Activity	physical	Perissi V (2004)	PUBMED:14980219	9606	9606	Low Throughput	-	Ubiquitination	-	-	BIOGRID	P51668	A0A087WW00|A0A024QZJ2	NP_003329|NP_001191809	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
717660	6907	5970	112770	111902	-	-	TBL1X	RELA	EBI|SMAP55|TBL1	NFKB3|p65	Affinity Capture-Western	physical	Ramadoss S (2011)	PUBMED:21189284	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q04206	A0A087X0W8	NP_001230914|NP_068810|NP_001230913|NP_001138610	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
717661	5970	6907	111902	112770	-	-	RELA	TBL1X	NFKB3|p65	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Ramadoss S (2011)	PUBMED:21189284	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q04206	A0A087X0W8	NP_001230914|NP_068810|NP_001230913|NP_001138610	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
719542	1499	6907	107880	112770	OK/SW-cl.35	-	CTNNB1	TBL1X	CTNNB|MRD19|armadillo	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Li J (2008)	PUBMED:18193033	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35222	B4DGU4|A0A024R2Q3	NP_001091680|NP_001091679|NP_001895|NP_001317658	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
719543	6907	1499	112770	107880	-	OK/SW-cl.35	TBL1X	CTNNB1	EBI|SMAP55|TBL1	CTNNB|MRD19|armadillo	Affinity Capture-Western	physical	Li J (2008)	PUBMED:18193033	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P35222	B4DGU4|A0A024R2Q3	NP_001091680|NP_001091679|NP_001895|NP_001317658	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
719570	6907	6907	112770	112770	-	-	TBL1X	TBL1X	EBI|SMAP55|TBL1	EBI|SMAP55|TBL1	Reconstituted Complex	physical	Gerlitz G (2005)	PUBMED:16258276	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
748011	54994	6907	120327	112770	-	-	GID8	TBL1X	C20orf11|TWA1	EBI|SMAP55|TBL1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0,892	-	Denoised score >= 0.75	-	BIOGRID	Q9NWU2	-	NP_060366	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
751955	10075	6907	115385	112770	RP3-339A18.4	-	HUWE1	TBL1X	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MULE|URE-B1|UREB1	EBI|SMAP55|TBL1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0,788	-	Denoised score >= 0.75	-	BIOGRID	Q7Z6Z7	A0A024R9U8|A0A024R9Y3|A0A024R9W5	NP_113584	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
752344	9410	6907	114805	112770	RP11-490K7.3	-	SNRNP40	TBL1X	40K|HPRP8BP|PRP8BP|PRPF8BP|SPF38|WDR57	EBI|SMAP55|TBL1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0,782	-	Denoised score >= 0.75	-	BIOGRID	Q96DI7	A0MNP2	NP_004805	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
832462	8841	6907	114368	112770	-	-	HDAC3	TBL1X	HD3|RPD3|RPD3-2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Bantscheff M (2011)	PUBMED:21258344	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15379	-	NP_003874	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
832499	79718	6907	122834	112770	-	-	TBL1XR1	TBL1X	C21|DC42|IRA1|TBLR1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Bantscheff M (2011)	PUBMED:21258344	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
871979	8841	6907	114368	112770	-	-	HDAC3	TBL1X	HD3|RPD3|RPD3-2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Joshi P (2013)	PUBMED:23752268	9606	9606	High Throughput	1	-	Prey proteins with a SAINT score of >= 0.90 in HDAC1 and HDAC2, >= and 0.75 in HDAC3-10 were considered putative protein interactions, while prey proteins with SAINT scores of > 0.95 in both HDAC11 biological replicates were considered as putative interactions.	-	BIOGRID	O15379	-	NP_003874	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
872017	10014	6907	115331	112770	-	-	HDAC5	TBL1X	HD5|NY-CO-9	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Joshi P (2013)	PUBMED:23752268	9606	9606	High Throughput	0,81	-	Prey proteins with a SAINT score of >= 0.90 in HDAC1 and HDAC2, >= and 0.75 in HDAC3-10 were considered putative protein interactions, while prey proteins with SAINT scores of > 0.95 in both HDAC11 biological replicates were considered as putative interactions.	-	BIOGRID	Q9UQL6	-	NP_005465|NP_001369322|NP_001015053	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
872061	51564	6907	119613	112770	-	-	HDAC7	TBL1X	HD7A|HDAC7A	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Joshi P (2013)	PUBMED:23752268	9606	9606	High Throughput	1	-	Prey proteins with a SAINT score of >= 0.90 in HDAC1 and HDAC2, >= and 0.75 in HDAC3-10 were considered putative protein interactions, while prey proteins with SAINT scores of > 0.95 in both HDAC11 biological replicates were considered as putative interactions.	-	BIOGRID	Q8WUI4	-	NP_056216|NP_001091886|NP_001295019|NP_001354975	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
893618	1747	6907	108091	112770	-	-	DLX3	TBL1X	AI4|TDO	EBI|SMAP55|TBL1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60479	-	NP_005211	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
893800	3240	6907	109480	112770	-	-	HP	TBL1X	BP|HP2ALPHA2|HPA1S	EBI|SMAP55|TBL1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P00738	Q6PEJ8	NP_005134|NP_001119574	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
894418	10657	6907	115900	112770	-	-	KHDRBS1	TBL1X	Sam68|p62|p68	EBI|SMAP55|TBL1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q07666	-	NP_006550|NP_001258807	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
894462	11080	6907	116263	112770	-	-	DNAJB4	TBL1X	DNAJW|DjB4|HLJ1	EBI|SMAP55|TBL1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UDY4	B4DNN2	NP_001304030|NP_001304031|NP_001304029|NP_001304028|NP_008965	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
948116	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Bi H (2014)	PUBMED:24943844	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1182503	8468	6907	114046	112770	-	-	FKBP6	TBL1X	FKBP36	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0,911332529	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.911332529, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	O75344	-	NP_003593|NP_001268233|NP_001128683	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1185167	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0,999999691	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999691, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1191274	81628	6907	123563	112770	-	-	TSC22D4	TBL1X	THG-1|THG1|TILZ2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0,996183335	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.996183335, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q9Y3Q8	-	NP_001289972|NP_112197	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1272252	6907	6603	112770	112487	-	PRO2451	TBL1X	SMARCD2	EBI|SMAP55|TBL1	BAF60B|CRACD2|Rsc6p	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,634596561	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q92925	J3KMX2	NP_001091896|NP_001317368|NP_001317369	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1273154	6598	6907	112482	112770	-	-	SMARCB1	TBL1X	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	EBI|SMAP55|TBL1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,30533766	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q12824	Q9H836	NP_001349806|NP_001304875|NP_001007469|NP_003064	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1273155	6602	6907	112486	112770	-	-	SMARCD1	TBL1X	BAF60A|CRACD1|Rsc6p	EBI|SMAP55|TBL1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,6602114	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q96GM5	-	NP_003067|NP_620710	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1273156	6604	6907	112488	112770	-	-	SMARCD3	TBL1X	BAF60C|CRACD3|Rsc6p	EBI|SMAP55|TBL1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0,523127864	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q6STE5	-	NP_001003802|NP_003069|NP_001003801	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1274743	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Co-purification	physical	Huang J (2015)	PUBMED:26070566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1274746	6907	2874	112770	109132	-	-	TBL1X	GPS2	EBI|SMAP55|TBL1	AMF-1	Reconstituted Complex	physical	Huang J (2015)	PUBMED:26070566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q13227	-	NP_004480	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1274747	6907	2874	112770	109132	-	-	TBL1X	GPS2	EBI|SMAP55|TBL1	AMF-1	Affinity Capture-Western	physical	Huang J (2015)	PUBMED:26070566	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q13227	-	NP_004480	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1439572	7514	6907	113348	112770	-	-	XPO1	TBL1X	CRM1|emb|exp1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Kirli K (2015)	PUBMED:26673895	9606	9606	High Throughput	-	-	Cargo A|Intreaction in the presence of RanGTP	-	BIOGRID	O14980	B3KWD0	NP_003391	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1504577	27101	6907	118001	112770	PNAS-107	-	CACYBP	TBL1X	GIG5|S100A6BP|SIP	EBI|SMAP55|TBL1	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	Q9HB71	A0A024R904	NP_055227|NP_001007215	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1505008	6907	1499	112770	107880	-	OK/SW-cl.35	TBL1X	CTNNB1	EBI|SMAP55|TBL1	CTNNB|MRD19|armadillo	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P35222	B4DGU4|A0A024R2Q3	NP_001091680|NP_001091679|NP_001895|NP_001317658	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1508047	3607	6907	109820	112770	-	-	FOXK2	TBL1X	ILF|ILF-1|ILF1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Li X (2015)	PUBMED:25609649	9606	9606	High Throughput	-	-	High-confidence interactions	-	BIOGRID	Q01167	-	NP_004505	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q3UCQ1	TBL1X/TBL1XR1	True	True	True	True	0.0895	0.025	0.0345	0.0115	0.062	0.01825
1515095	7329	6907	113177	112770	LA16c-358B7.1	-	UBE2I	TBL1X	C358B7.1|P18|UBC9	EBI|SMAP55|TBL1	Biochemical Activity	physical	Tan M (2015)	PUBMED:26369384	9606	9606	Low Throughput	-	Sumoylation	Figure 4	-	BIOGRID	P63279	B0QYN7|A8K503	NP_003336|NP_919236|NP_919237|NP_919235	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
1520054	79923	6907	123000	112770	-	-	NANOG	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Oliviero G (2015)	PUBMED:26687479	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H9S0	A8K4D1	NP_001284627|NP_079141	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q80Z64	TBL1X/TBL1XR1	True	True	True	True	0.096	0.0565	0.054	0.0205	0.075	0.0385
2217556	90665	6907	124751	112770	-	-	TBL1Y	TBL1X	TBL1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,999999991	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999991, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9BQ87	A0A024R189	NP_150600|NP_599021|NP_599020	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2220010	2874	6907	109132	112770	-	-	GPS2	TBL1X	AMF-1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,999999272	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999272, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13227	-	NP_004480	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
